City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ankazoabo,-22.2833,44.5167,17.48,88,27,3.65,MG,1718323279
364,oranjemund,-28.55,16.4333,15.13,67,1,1.41,NA,1718323279
365,bishkek,42.87,74.59,16.11,60,11,1.59,KG,1718323279
366,puerto quijarro,-17.7833,-57.7667,24.51,35,32,1.69,BO,1718323280
367,cidreira,-30.1811,-50.2056,19.51,80,83,4.8,BR,1718323003
368,thika,-1.0333,37.0693,14.76,90,68,1.3,KE,1718323280
369,south hedland,-20.4089,118.5983,18.96,45,19,3.6,AU,1718323280
370,zhanibek,49.4167,46.85,21.24,75,82,2.96,KZ,1718323280
371,inhambane,-23.865,35.3833,18.29,76,0,4.26,MZ,1718323281
372,samassi,39.4817,8.9092,17.4,77,0,3.09,IT,1718323281
373,bomdila,27.25,92.4,10.59,95,78,0.63,IN,1718323281
374,ujae,8.9322,165.7642,28.09,80,100,10.25,MH,1718323281
375,popondetta,-8.7537,148.2534,28.31,74,92,1.51,PG,1718323011
376,minas de marcona,-15.2119,-75.1103,12.72,81,43,3.83,PE,1718323281
377,rehoboth,-23.3167,17.0833,11.96,32,0,2.76,NA,1718323281
378,kibakwe,-6.7167,36.3667,13.79,80,0,1.46,TZ,1718323282
379,hirara,24.8,125.2833,28.92,94,75,7.2,JP,1718322995
380,taoudenni,22.6783,-3.9836,37.06,11,23,4.67,ML,1718323282
381,svendborg,55.0598,10.6068,12.7,82,100,5.32,DK,1718323282
382,hesla,24.0667,85.8833,32.66,37,86,3.4,IN,1718323282
383,najaf,31.9985,44.3398,34.88,12,0,4.63,IQ,1718323282
384,kralendijk,12.15,-68.2667,28.99,79,40,6.69,BQ,1718322993
385,xai-xai,-25.0519,33.6442,18.58,84,2,2.63,MZ,1718323283
386,tangalle,6.024,80.7911,25.93,89,91,4.58,LK,1718323283
387,alofi,-19.0595,-169.9187,27.94,74,75,5.66,NU,1718323283
388,letlhakane,-21.4167,25.5833,11.17,36,0,4.32,BW,1718323283
389,san juan de miraflores,-12.1629,-76.9635,18.98,81,72,3.91,PE,1718323283
390,lubang,13.8584,120.124,29.56,73,70,1.28,PH,1718323010
391,wetaskiwin,52.9668,-113.3687,20.92,46,7,0.76,CA,1718323283
392,khorixas,-20.3667,14.9667,15.42,23,0,4.75,NA,1718323283
393,alappuzha,9.49,76.3264,26.97,82,100,1.97,IN,1718323284
394,kaoma,-14.7833,24.8,8.37,62,0,2.64,ZM,1718323284
395,vilyuchinsk,52.9306,158.4028,8.85,98,100,4.2,RU,1718323284
396,launceston,-41.45,147.1667,8.97,87,100,5.14,AU,1718323284
397,sorong,-0.8833,131.25,25.61,91,100,3.09,ID,1718323284
398,zhaozhou,45.6833,125.3167,20.29,72,50,2.91,CN,1718323284
399,bonga,7.2833,36.2333,15.01,99,68,0.47,ET,1718323284
400,sihora,23.4833,80.1167,31.91,45,35,4.21,IN,1718323284
401,purpe,64.4803,76.6897,17.1,77,81,4.06,RU,1718323285
402,assab,13.0092,42.7394,31.95,62,51,2.25,ER,1718323285
403,nabire,-3.3667,135.4833,26.6,81,100,0.84,ID,1718323008
404,kambove,-10.8764,26.5969,10.83,67,0,2.54,CD,1718323285
405,clarence town,-32.5833,151.7833,15.45,67,99,1.49,AU,1718323285
406,norderney,53.7,7.15,13.01,85,100,6.43,DE,1718323007
407,mili,6.0815,171.735,27.86,76,100,5.89,MH,1718323285
408,island harbour,50.724,-1.2758,13.97,69,100,3.13,GB,1718323285
409,golyshmanovo,56.3979,68.3728,19.83,92,41,2.66,RU,1718323285
410,tengrela,10.4869,-6.4097,24.1,87,95,2.25,CI,1718323285
411,pimentel,-6.8367,-79.9342,20.16,77,0,8.75,PE,1718323286
412,kenora,49.8167,-94.4337,19.54,48,40,3.09,CA,1718323286
413,coquimbo,-29.9533,-71.3436,14.85,100,100,1.54,CL,1718323250
414,esil,51.9556,66.4042,19.77,86,64,2.2,KZ,1718323286
415,pontian kechil,1.4866,103.3896,25.17,89,81,1.35,MY,1718323286
416,ginir,7.1333,40.7,14.32,89,93,3.35,ET,1718323286
417,arles,43.6768,4.6303,18.03,88,0,2.57,FR,1718323286
418,papao,-17.75,-149.55,25.82,81,26,8.49,PF,1718323286
419,preobrazheniye,42.9019,133.9064,14.68,75,62,2.91,RU,1718323012
420,aldama,22.9167,-98.0667,31.0,59,97,6.51,MX,1718323287
421,shitanjing,39.2342,106.3439,19.72,33,84,1.06,CN,1718323287
422,zalingei,12.9096,23.4741,28.31,46,40,4.09,SD,1718323287
423,kayangel,8.0823,134.7173,26.82,84,100,9.15,PW,1718322993
424,verkhnevilyuysk,63.4453,120.3167,18.63,73,77,2.35,RU,1718323287
425,newman,37.3138,-121.0208,34.05,42,1,2.24,US,1718323287
426,east london,-33.0153,27.9116,15.61,79,8,4.03,ZA,1718323287
427,luganville,-15.5333,167.1667,26.06,63,4,4.38,VU,1718323287
428,kegeyli shahar,42.7767,59.6078,22.05,38,54,3.5,UZ,1718323287
429,keelung,25.1283,121.7419,28.94,88,100,1.54,TW,1718323287
430,saint-francois,46.4154,3.9054,15.79,72,0,2.06,FR,1718323288
431,iron river,46.0927,-88.6423,21.42,49,10,4.32,US,1718323288
432,at-bashi,41.1702,75.8106,10.94,62,0,0.43,KG,1718323288
433,prienai,54.6333,23.95,12.15,95,100,3.21,LT,1718323288
434,shimoda,34.6667,138.95,25.2,76,3,2.76,JP,1718323288
435,bengkulu,-3.8004,102.2655,25.0,91,99,1.58,ID,1718323015
436,corner brook,48.9667,-57.9484,16.09,97,100,2.34,CA,1718323137
437,reo,12.3167,-2.4667,31.24,49,34,4.02,BF,1718323288
438,tucuma,-0.1833,-50.05,25.34,87,18,3.49,BR,1718323288
439,mingguang,32.7802,117.9638,29.2,54,98,4.83,CN,1718323289
440,bandirma,40.3522,27.9767,26.15,64,90,1.11,TR,1718323267
441,kirakira,-10.4544,161.9205,28.45,74,46,2.98,SB,1718322986
442,embarcacion,-23.209,-64.096,25.68,72,36,0.93,AR,1718323289
443,nogliki,51.8333,143.1667,6.86,93,100,2.68,RU,1718323289
444,burao,9.5221,45.5336,22.97,56,45,7.82,SO,1718323289
445,broome,42.2506,-75.833,25.9,52,27,1.34,US,1718323289
446,boa esperanca,-21.09,-45.5658,15.24,51,0,0.72,BR,1718323234
447,upper grand lagoon,30.1633,-85.7408,28.49,80,75,5.14,US,1718323289
448,dalandzadgad,43.5708,104.425,16.55,40,17,2.72,MN,1718323289
449,manokwari,-0.8667,134.0833,26.82,76,95,0.46,ID,1718323290
450,wainwright,52.839,-110.8572,17.9,52,63,4.0,CA,1718323290
451,filey,54.21,-0.2892,11.55,92,100,3.58,GB,1718323290
452,gouyave,12.1646,-61.7296,28.43,79,20,5.14,GD,1718323290
453,kyenjojo,0.6328,30.6214,17.48,80,41,0.48,UG,1718323290
454,guarapari,-20.6667,-40.4975,20.91,86,0,3.81,BR,1718323290
455,longboat key,27.4125,-82.659,31.11,57,0,3.6,US,1718323290
456,nizhneangarsk,55.7833,109.55,6.67,93,78,0.45,RU,1718323290
457,coahuayana de hidalgo,18.7,-103.6583,29.55,62,100,2.79,MX,1718322987
458,ust-tsilma,65.441,52.1498,14.78,91,100,0.89,RU,1718323290
459,smithers,54.7804,-127.1743,14.18,38,100,0.0,CA,1718323291
460,alice springs,-23.7,133.8833,14.75,77,0,1.03,AU,1718322912
461,kongsvinger,60.1905,11.9977,9.37,92,52,1.01,NO,1718323291
462,howard springs,-12.497,131.047,24.37,95,89,2.52,AU,1718322984
463,ola,59.5833,151.2833,18.97,64,13,1.55,RU,1718323291
464,labytnangi,66.6572,66.4183,10.77,88,73,4.09,RU,1718323291
465,hami,42.8,93.45,29.5,18,26,2.2,CN,1718323291
466,dajal,29.5577,70.3762,34.26,42,0,7.92,PK,1718323291
467,puerto el triunfo,13.2833,-88.55,28.45,79,100,5.49,SV,1718323291
468,acajutla,13.5928,-89.8275,27.35,81,99,9.57,SV,1718323291
469,bayang,7.7928,124.1917,23.22,87,99,1.72,PH,1718323291
470,ayancik,41.9447,34.5861,23.51,73,47,1.76,TR,1718323291
471,huazhou,21.6333,110.5833,28.85,82,100,2.26,CN,1718323292
472,novopskov,49.5464,39.0899,14.9,96,0,2.29,UA,1718323292
473,limassol,34.675,33.0333,30.66,69,0,2.06,CY,1718323241
474,guane,22.2025,-84.0875,27.75,85,84,2.92,CU,1718323292
475,broken hill,-31.95,141.4333,11.11,73,97,4.12,AU,1718322910
476,port douglas,-16.4833,145.4667,22.62,71,23,2.69,AU,1718323292
477,kupang,-10.1667,123.5833,27.32,78,20,2.06,ID,1718323292
478,kargopol',61.5071,38.9456,12.21,90,100,2.18,RU,1718323292
479,marsh harbour,26.5412,-77.0636,25.35,87,100,4.82,BS,1718323233
480,houghton,47.1219,-88.569,20.06,33,40,1.74,US,1718323200
481,g'uzor,38.6214,66.2522,18.02,28,2,1.32,UZ,1718323293
482,alesund,62.4723,6.1549,8.52,93,100,1.03,NO,1718323131
483,schwerte,51.45,7.5667,15.34,62,75,3.6,DE,1718323202
484,kenai,60.5544,-151.2583,15.01,65,0,5.66,US,1718322984
485,gurupi,-11.7292,-49.0686,24.97,37,0,0.78,BR,1718323204
486,sapele,5.8941,5.6767,24.69,97,100,1.46,NG,1718323293
487,tual,-5.6667,132.75,26.19,83,99,7.95,ID,1718322985
488,lalibela,12.0333,39.0333,17.68,50,2,2.4,ET,1718323294
489,tosontsengel,48.7567,98.2839,13.16,46,50,1.96,MN,1718323294
490,tilcara,-23.5776,-65.3509,9.65,27,100,7.22,AR,1718323266
491,ixtapa,20.7,-105.2,29.01,80,73,1.79,MX,1718323294
492,saint-philippe,-21.3585,55.7679,22.77,88,81,9.18,RE,1718323294
493,dunedin,-45.8742,170.5036,8.22,97,100,1.34,NZ,1718323283
494,guixi,28.2886,117.2133,26.18,89,66,1.51,CN,1718323294
495,antsiranana,-12.2787,49.2917,22.06,86,77,1.74,MG,1718323294
496,guaratinga,-16.5667,-39.5667,20.09,94,44,1.08,BR,1718323271
497,vila franca do campo,37.7167,-25.4333,20.23,99,83,2.58,PT,1718323005
498,kashin,57.3592,37.6081,13.41,95,100,6.11,RU,1718323294
499,muli,2.9167,73.5667,28.67,74,99,6.48,MV,1718323295
500,altamira,-3.2033,-52.2064,25.2,72,44,1.33,BR,1718323174
501,horta,38.5333,-28.6333,21.12,91,77,0.45,PT,1718323295
502,petrozavodsk,61.7849,34.3469,11.7,76,98,3.0,RU,1718323202
503,kismayo,-0.3582,42.5454,25.11,84,40,6.09,SO,1718323295
504,kabalo,-6.05,26.9167,21.69,48,1,2.09,CD,1718323295
505,castillos,-34.1667,-53.8333,19.79,76,100,4.18,UY,1718323295
506,al kharijah,25.4514,30.5464,29.64,14,0,2.22,EG,1718322987
507,opuwo,-18.0607,13.84,13.67,31,0,3.87,NA,1718322999
508,luwuk,-0.9516,122.7875,23.6,90,100,1.19,ID,1718323295
509,fengrun,39.8333,118.1167,23.81,71,99,2.25,CN,1718323295
510,mugia,43.1041,-9.2179,16.62,100,100,4.84,ES,1718323296
511,zunyi,27.6867,106.9072,22.81,85,100,1.56,CN,1718323296
512,macapa,0.0389,-51.0664,26.99,89,40,3.6,BR,1718323243
513,yakeshi,49.2833,120.7333,10.73,92,100,3.27,CN,1718323296
514,manismata,-2.4667,111.0333,23.9,97,98,1.18,ID,1718323296
515,naliya,23.2667,68.8333,29.33,70,37,6.97,IN,1718323296
516,crucecita,-28.95,-58.9833,24.63,44,98,4.68,AR,1718323296
517,el granada,37.5027,-122.4694,26.01,77,75,9.26,US,1718322994
518,carhuaz,-9.2819,-77.6447,15.84,77,97,1.12,PE,1718323297
519,huarmey,-10.0681,-78.1522,18.6,82,52,4.27,PE,1718323297
520,pinsk,52.1229,26.0951,12.51,99,100,1.53,BY,1718323297
521,cimitarra,6.3142,-73.9497,26.78,83,85,1.41,CO,1718323297
522,fruita,39.1589,-108.729,34.76,16,44,1.34,US,1718323211
523,rio grande,-32.035,-52.0986,20.53,81,100,5.54,BR,1718322762
524,heihe,50.2441,127.4902,15.25,76,100,3.67,CN,1718323297
525,vanimo,-2.6741,141.3028,28.76,68,45,0.9,PG,1718322988
526,la passe,45.5549,-0.8967,16.13,94,100,8.32,FR,1718323298
527,puerto deseado,-47.7503,-65.8938,6.31,90,94,7.0,AR,1718323298
528,petrovsk,52.3064,45.3917,17.38,92,72,2.1,RU,1718323298
529,bathsheba,13.2167,-59.5167,28.34,78,20,5.14,BB,1718323298
530,kenda,23.2,86.5333,32.21,43,82,7.35,IN,1718323298
531,st. john's,47.5649,-52.7093,15.66,87,20,9.77,CA,1718323283
532,bokoro,12.3807,17.0568,30.64,49,98,5.89,TD,1718323298
533,mandasa,18.8667,84.4667,27.14,72,71,1.99,IN,1718323298
534,nemencine,54.85,25.4833,11.29,99,100,2.94,LT,1718323299
535,grenada,37.1882,-3.6067,20.51,49,0,1.03,ES,1718323299
536,coruripe,-10.1256,-36.1756,24.34,86,75,6.1,BR,1718323299
537,watsa,3.0372,29.5355,17.37,98,35,0.81,CD,1718323299
538,peace river,56.2501,-117.286,19.17,59,75,4.12,CA,1718323299
539,sol'-iletsk,51.1631,54.9918,22.58,56,75,3.06,RU,1718323299
540,santa rosalia,27.3167,-112.2833,32.29,27,13,1.67,MX,1718323299
541,bay harbor,30.1471,-85.6146,28.45,80,75,5.14,US,1718323299
542,tago,9.0211,126.2317,28.37,69,98,0.14,PH,1718323300
543,pitimbu,-7.4706,-34.8086,25.33,84,42,6.78,BR,1718323300
544,barcelos,41.5388,-8.6151,18.8,86,100,1.4,PT,1718323295
545,santo antonio do ica,-3.1022,-67.9397,24.12,96,15,0.84,BR,1718323300
546,buka,40.8108,69.1986,17.71,48,23,2.79,UZ,1718322999
547,ati,13.2154,18.3353,31.73,41,83,5.2,TD,1718322985
548,port saint john's,-31.6229,29.5448,16.42,85,0,2.17,ZA,1718323300
549,basco,20.4487,121.9702,29.54,84,57,7.02,PH,1718323300
550,kalabo,-14.97,22.6814,9.36,49,0,2.3,ZM,1718323300
551,tidjikja,18.5564,-11.4271,35.64,24,57,5.93,MR,1718323301
552,high river,50.5834,-113.8687,22.75,40,38,5.81,CA,1718323292
553,darien,41.752,-87.974,31.71,49,75,2.06,US,1718322846
554,guigang,23.0964,109.6092,26.27,94,100,2.26,CN,1718323301
555,superior,46.7208,-92.1041,24.26,58,75,3.6,US,1718323301
556,usinsk,65.9939,57.5281,13.37,89,100,4.02,RU,1718323301
557,parola,20.8833,75.1167,29.22,64,38,5.18,IN,1718323301
